var,n_empreendimentos_erm_por_km2,n_empreendimentos_erp_por_km2,n_unidades_erm_por_km2,n_unidades_erp_por_km2
percent_solo_disponivel,-0.18630875954857629,0.3634615647288659,-0.26854483803550905,0.12352737698341212
n_empregos_por_km2,0.6151489115064974,-0.0943043714445606,0.6722331837359444,0.03246391210702352
n_equipamentos_por_km2,-0.041460472357615116,0.055876560786944626,-0.01929192720132949,0.10962190748556716
distancia,-0.44338374302802924,-0.0554201789335617,-0.4150658490930139,-0.13437599158621882
densidade_pop,0.302656301242619,-0.21330120793605162,0.46501867592505025,0.13199527327061863
renda_per_capita,0.7274594237241689,-0.15386296131820446,0.6089804518400663,-0.06583484704557943
perc_com_esgoto,0.3123917907649355,0.19577075782915646,0.26038698349915107,0.1510885719683238
